# transcript_id	gene_id	transcript_biotype	number_of_samples_in_which_the_gene_is_expressed
ENST00000314218 ENSG00000181004 protein_coding 3
ENST00000314222 ENSG00000181649 protein_coding 12
ENST00000314251 ENSG00000163581 protein_coding 2
ENST00000314256 ENSG00000177728 protein_coding 16
ENST00000314315 ENSG00000180846 protein_coding 4
ENST00000314355 ENSG00000123975 protein_coding 7
ENST00000314391 ENSG00000177025 protein_coding 14
ENST00000314393 ENSG00000178764 protein_coding 16
ENST00000314412 ENSG00000180549 protein_coding 3
ENST00000314531 ENSG00000175691 protein_coding 14
ENST00000314552 ENSG00000181877 protein_coding 5
ENST00000314556 ENSG00000170777 protein_coding 1
ENST00000314565 ENSG00000165714 protein_coding 16
ENST00000314630 ENSG00000146433 protein_coding 16
ENST00000314641 ENSG00000112276 protein_coding 15
ENST00000314672 ENSG00000173826 protein_coding 1
ENST00000314890 ENSG00000177721 protein_coding 14
ENST00000314933 ENSG00000173369 protein_coding 15
ENST00000314940 ENSG00000177733 protein_coding 16
ENST00000314994 ENSG00000177946 protein_coding 16
ENST00000315033 ENSG00000181656 protein_coding 12
ENST00000315066 ENSG00000176563 protein_coding 12
ENST00000315099 ENSG00000178750 protein_coding 9
ENST00000315190 ENSG00000180440 protein_coding 9
ENST00000315238 ENSG00000178363 protein_coding 4
ENST00000315264 ENSG00000066735 protein_coding 11
ENST00000315274 ENSG00000196611 protein_coding 9
ENST00000315367 ENSG00000175895 protein_coding 16
ENST00000315436 ENSG00000176871 protein_coding 16
ENST00000315475 ENSG00000177932 protein_coding 16
ENST00000315571 ENSG00000179241 protein_coding 16
ENST00000315588 ENSG00000063322 protein_coding 16
ENST00000315678 ENSG00000176723 protein_coding 2
ENST00000315732 ENSG00000181817 protein_coding 16
ENST00000315765 ENSG00000181333 protein_coding 7
ENST00000315792 ENSG00000176907 protein_coding 15
ENST00000315849 ENSG00000178150 protein_coding 4
ENST00000315872 ENSG00000134318 protein_coding 16
ENST00000316048 ENSG00000179256 protein_coding 8
ENST00000316059 ENSG00000186660 protein_coding 16
ENST00000316124 ENSG00000181908 protein_coding 4
ENST00000316157 ENSG00000107929 protein_coding 16
ENST00000316334 ENSG00000139517 protein_coding 16
ENST00000316375 ENSG00000180878 protein_coding 9
ENST00000316398 ENSG00000179071 protein_coding 8
ENST00000316461 ENSG00000162222 protein_coding 16
ENST00000316509 ENSG00000220205 protein_coding 16
ENST00000316554 ENSG00000177875 protein_coding 12
ENST00000316610 ENSG00000176055 protein_coding 2
ENST00000316754 ENSG00000126785 protein_coding 15
ENST00000316757 ENSG00000011132 protein_coding 16
ENST00000316807 ENSG00000180458 protein_coding 2
ENST00000316824 ENSG00000180318 protein_coding 3
ENST00000316836 ENSG00000176903 protein_coding 16
ENST00000316856 ENSG00000179262 protein_coding 16
ENST00000316881 ENSG00000121060 protein_coding 16
ENST00000316939 ENSG00000179271 protein_coding 16
ENST00000317005 ENSG00000180346 protein_coding 16
ENST00000317008 ENSG00000178412 protein_coding 3
ENST00000317012 ENSG00000177494 protein_coding 6
ENST00000317060 ENSG00000179284 protein_coding 2
ENST00000317114 ENSG00000177337 protein_coding 16
ENST00000317216 ENSG00000179388 protein_coding 13
ENST00000317243 ENSG00000172006 protein_coding 16
ENST00000317254 ENSG00000181074 protein_coding 4
ENST00000317269 ENSG00000135392 protein_coding 16
ENST00000317271 ENSG00000213413 protein_coding 3
ENST00000317276 ENSG00000179094 protein_coding 16
ENST00000317306 ENSG00000248099 protein_coding 2
ENST00000317310 ENSG00000161649 protein_coding 12
ENST00000317370 ENSG00000181856 protein_coding 15
ENST00000317398 ENSG00000083814 protein_coding 15
ENST00000317409 ENSG00000181038 protein_coding 16
ENST00000317449 ENSG00000177363 protein_coding 13
ENST00000317506 ENSG00000141084 protein_coding 16
ENST00000317508 ENSG00000052344 protein_coding 8
ENST00000317605 ENSG00000181541 protein_coding 5
ENST00000317635 ENSG00000178307 protein_coding 16
ENST00000317658 ENSG00000177938 protein_coding 3
ENST00000317702 ENSG00000176014 protein_coding 4
ENST00000317726 ENSG00000175898 protein_coding 15
ENST00000317735 ENSG00000180245 protein_coding 7
ENST00000317746 ENSG00000197888 protein_coding 2
ENST00000317749 ENSG00000189269 protein_coding 4
ENST00000317799 ENSG00000138029 protein_coding 16
ENST00000317814 ENSG00000179111 protein_coding 1
ENST00000317837 ENSG00000166025 protein_coding 15
ENST00000317897 ENSG00000177383 protein_coding 16
ENST00000317987 ENSG00000181617 protein_coding 3
ENST00000318008 ENSG00000002834 protein_coding 14
ENST00000318037 ENSG00000163961 protein_coding 16
ENST00000318059 ENSG00000217930 protein_coding 14
ENST00000318160 ENSG00000180875 protein_coding 13
ENST00000318217 ENSG00000176658 protein_coding 16
ENST00000318225 ENSG00000180697 protein_coding 1
ENST00000318240 ENSG00000177576 protein_coding 16
ENST00000318245 ENSG00000178734 protein_coding 3
ENST00000318282 ENSG00000186260 protein_coding 16
ENST00000318407 ENSG00000176720 protein_coding 15
ENST00000318430 ENSG00000167895 protein_coding 14
ENST00000318442 ENSG00000178175 protein_coding 13
ENST00000318469 ENSG00000175857 protein_coding 2
ENST00000318596 ENSG00000181035 protein_coding 16
ENST00000318627 ENSG00000176971 protein_coding 15
ENST00000318683 ENSG00000179913 protein_coding 9
ENST00000318787 ENSG00000111906 protein_coding 16
ENST00000318833 ENSG00000180787 protein_coding 16
ENST00000318887 ENSG00000179021 protein_coding 16
ENST00000318911 ENSG00000179091 protein_coding 16
ENST00000318950 ENSG00000133789 protein_coding 16
ENST00000318978 ENSG00000178531 protein_coding 10
ENST00000318988 ENSG00000175826 protein_coding 16
ENST00000319004 ENSG00000179409 protein_coding 16
ENST00000319033 ENSG00000119523 protein_coding 16
ENST00000319041 ENSG00000142669 protein_coding 16
ENST00000319070 ENSG00000127578 protein_coding 2
ENST00000319144 ENSG00000179477 protein_coding 2
ENST00000319170 ENSG00000173166 protein_coding 15
ENST00000319211 ENSG00000181104 protein_coding 16
ENST00000319223 ENSG00000116212 protein_coding 16
ENST00000319234 ENSG00000178343 protein_coding 13
ENST00000319264 ENSG00000153714 protein_coding 16
ENST00000319286 ENSG00000180938 protein_coding 10
ENST00000319294 ENSG00000160185 protein_coding 3
ENST00000319340 ENSG00000180767 protein_coding 5
ENST00000319363 ENSG00000177663 protein_coding 15
ENST00000319380 ENSG00000175931 protein_coding 16
ENST00000319420 ENSG00000180730 protein_coding 13
ENST00000319441 ENSG00000124253 protein_coding 7
ENST00000319460 ENSG00000178602 protein_coding 1
ENST00000319540 ENSG00000145284 protein_coding 16
ENST00000319550 ENSG00000178425 protein_coding 16
ENST00000319560 ENSG00000179363 protein_coding 5
ENST00000319562 ENSG00000152767 protein_coding 15
ENST00000319595 ENSG00000179097 protein_coding 5
ENST00000319670 ENSG00000104880 protein_coding 16
ENST00000319801 ENSG00000055917 protein_coding 16
ENST00000319888 ENSG00000101574 protein_coding 16
ENST00000319955 ENSG00000141086 protein_coding 15
ENST00000319974 ENSG00000178074 protein_coding 16
ENST00000320033 ENSG00000175906 protein_coding 16
ENST00000320095 ENSG00000176845 protein_coding 16
ENST00000320241 ENSG00000176678 protein_coding 12
ENST00000320248 ENSG00000176595 protein_coding 16
ENST00000320256 ENSG00000244617 protein_coding 14
ENST00000320270 ENSG00000179041 protein_coding 16
ENST00000320316 ENSG00000040633 protein_coding 16
ENST00000320330 ENSG00000185928 protein_coding 16
ENST00000320354 ENSG00000176692 protein_coding 8
ENST00000320451 ENSG00000197961 protein_coding 16
ENST00000320542 ENSG00000177669 protein_coding 6
ENST00000320547 ENSG00000130723 protein_coding 16
ENST00000320567 ENSG00000175707 protein_coding 4
ENST00000320578 ENSG00000179331 protein_coding 8
ENST00000320580 ENSG00000175115 protein_coding 16
ENST00000320767 ENSG00000179674 protein_coding 2
ENST00000320776 ENSG00000186222 protein_coding 16
ENST00000320785 ENSG00000129250 protein_coding 16
ENST00000320848 ENSG00000178988 protein_coding 16
ENST00000320849 ENSG00000131043 protein_coding 16
ENST00000320865 ENSG00000175711 protein_coding 16
ENST00000320876 ENSG00000101596 protein_coding 16
ENST00000320892 ENSG00000151692 protein_coding 16
ENST00000320936 ENSG00000099622 protein_coding 16
ENST00000320954 ENSG00000170275 protein_coding 16
ENST00000321039 ENSG00000178201 protein_coding 14
ENST00000321276 ENSG00000163082 protein_coding 13
ENST00000321319 ENSG00000152242 protein_coding 16
ENST00000321348 ENSG00000071967 protein_coding 16
ENST00000321437 ENSG00000166128 protein_coding 16
ENST00000321442 ENSG00000164466 protein_coding 16
ENST00000321535 ENSG00000177294 protein_coding 6
ENST00000321545 ENSG00000178229 protein_coding 16
ENST00000321617 ENSG00000177303 protein_coding 15
ENST00000321639 ENSG00000181291 protein_coding 2
ENST00000321660 ENSG00000177291 protein_coding 2
ENST00000321702 ENSG00000177191 protein_coding 13
ENST00000321753 ENSG00000177096 protein_coding 15
ENST00000321762 ENSG00000177202 protein_coding 3
ENST00000321870 ENSG00000180828 protein_coding 8
ENST00000321895 ENSG00000177352 protein_coding 16
ENST00000321930 ENSG00000175911 protein_coding 4
ENST00000321990 ENSG00000176208 protein_coding 16
ENST00000322002 ENSG00000176887 protein_coding 2
ENST00000322028 ENSG00000177700 protein_coding 16
ENST00000322038 ENSG00000179981 protein_coding 16
ENST00000322122 ENSG00000177238 protein_coding 2
ENST00000322128 ENSG00000180543 protein_coding 16
ENST00000322157 ENSG00000141279 protein_coding 16
ENST00000322217 ENSG00000176182 protein_coding 16
ENST00000322241 ENSG00000180929 protein_coding 2
ENST00000322244 ENSG00000033178 protein_coding 16
ENST00000322297 ENSG00000104904 protein_coding 16
ENST00000322315 ENSG00000179855 protein_coding 14
ENST00000322329 ENSG00000179673 protein_coding 3
ENST00000322344 ENSG00000039650 protein_coding 16
ENST00000322348 ENSG00000176928 protein_coding 14
ENST00000322349 ENSG00000102189 protein_coding 16
ENST00000322354 ENSG00000167565 protein_coding 13
ENST00000322357 ENSG00000178951 protein_coding 16
ENST00000322611 ENSG00000176788 protein_coding 16
ENST00000322644 ENSG00000181222 protein_coding 16
ENST00000322652 ENSG00000178691 protein_coding 16
ENST00000322716 ENSG00000178567 protein_coding 16
ENST00000322861 ENSG00000180209 protein_coding 3
ENST00000322897 ENSG00000134265 protein_coding 16
ENST00000322940 ENSG00000119328 protein_coding 16
ENST00000322941 ENSG00000177374 protein_coding 10
ENST00000322957 ENSG00000129654 protein_coding 8
ENST00000322980 ENSG00000154065 protein_coding 13
ENST00000323040 ENSG00000177464 protein_coding 15
ENST00000323076 ENSG00000136167 protein_coding 15
ENST00000323116 ENSG00000058063 protein_coding 16
ENST00000323274 ENSG00000176890 protein_coding 16
ENST00000323327 ENSG00000179133 protein_coding 3
ENST00000323329 ENSG00000132874 protein_coding 4
ENST00000323372 ENSG00000179761 protein_coding 8
ENST00000323397 ENSG00000181039 protein_coding 10
ENST00000323456 ENSG00000108389 protein_coding 16
ENST00000323469 ENSG00000176490 protein_coding 15
ENST00000323534 ENSG00000181467 protein_coding 16
ENST00000323539 ENSG00000167775 protein_coding 16
ENST00000323544 ENSG00000241839 protein_coding 16
ENST00000323570 ENSG00000179387 protein_coding 16
ENST00000323571 ENSG00000171475 protein_coding 16
ENST00000323813 ENSG00000176912 protein_coding 6
ENST00000323830 ENSG00000178772 protein_coding 2
ENST00000324000 ENSG00000177511 protein_coding 2
ENST00000324041 ENSG00000167749 protein_coding 2
ENST00000324096 ENSG00000130479 protein_coding 16
ENST00000324238 ENSG00000176390 protein_coding 16
ENST00000324262 ENSG00000133313 protein_coding 16
ENST00000324288 ENSG00000179583 protein_coding 12
ENST00000324306 ENSG00000106261 protein_coding 16
ENST00000324331 ENSG00000145982 protein_coding 16
ENST00000324394 ENSG00000176222 protein_coding 15
ENST00000324417 ENSG00000131183 protein_coding 1
ENST00000324489 ENSG00000180354 protein_coding 5
ENST00000324559 ENSG00000171714 protein_coding 16
ENST00000324675 ENSG00000177558 protein_coding 2
ENST00000324768 ENSG00000175874 protein_coding 1
ENST00000324803 ENSG00000179979 protein_coding 16
ENST00000324873 ENSG00000176046 protein_coding 15
ENST00000325089 ENSG00000165300 protein_coding 5
ENST00000325102 ENSG00000125457 protein_coding 16
ENST00000325144 ENSG00000181472 protein_coding 16
ENST00000325167 ENSG00000176108 protein_coding 16
ENST00000325214 ENSG00000141179 protein_coding 8
ENST00000325222 ENSG00000055130 protein_coding 16
ENST00000325279 ENSG00000135686 retained_intron 16
ENST00000325321 ENSG00000167751 protein_coding 2
ENST00000325351 ENSG00000179922 protein_coding 16
ENST00000325404 ENSG00000181449 protein_coding 6
ENST00000325418 ENSG00000177602 protein_coding 5
ENST00000325421 ENSG00000218891 protein_coding 16
ENST00000325602 ENSG00000181631 protein_coding 14
ENST00000325643 ENSG00000177992 protein_coding 1
ENST00000325718 ENSG00000108292 protein_coding 16
ENST00000325814 ENSG00000179294 protein_coding 14
ENST00000325870 ENSG00000176399 protein_coding 12
ENST00000325875 ENSG00000178966 protein_coding 16
ENST00000325926 ENSG00000177519 protein_coding 9
ENST00000325980 ENSG00000151650 protein_coding 2
ENST00000325995 ENSG00000175946 protein_coding 8
ENST00000326245 ENSG00000179914 protein_coding 8
ENST00000326266 ENSG00000131652 protein_coding 16
ENST00000326282 ENSG00000176401 protein_coding 15
ENST00000326294 ENSG00000213402 protein_coding 15
ENST00000326303 ENSG00000177465 protein_coding 10
ENST00000326348 ENSG00000178932 protein_coding 6
ENST00000326402 ENSG00000180773 protein_coding 15
ENST00000326431 ENSG00000181585 protein_coding 11
ENST00000326441 ENSG00000198300 protein_coding 7
ENST00000326474 ENSG00000180044 protein_coding 9
ENST00000326529 ENSG00000160471 protein_coding 2
ENST00000326631 ENSG00000104886 protein_coding 16
ENST00000326648 ENSG00000180357 protein_coding 16
ENST00000326652 ENSG00000180061 protein_coding 4
ENST00000326669 ENSG00000177688 protein_coding 2
ENST00000326756 ENSG00000178163 protein_coding 16
ENST00000326783 ENSG00000181552 protein_coding 2
ENST00000326842 ENSG00000181562 protein_coding 3
ENST00000326858 ENSG00000080644 protein_coding 5
ENST00000326989 ENSG00000180279 protein_coding 2
ENST00000327042 ENSG00000180089 protein_coding 16
ENST00000327111 ENSG00000175745 protein_coding 13
ENST00000327134 ENSG00000180370 protein_coding 16
ENST00000327141 ENSG00000104964 protein_coding 16
ENST00000327158 ENSG00000177370 protein_coding 16
ENST00000327305 ENSG00000166342 protein_coding 5
ENST00000327331 ENSG00000134690 protein_coding 6
ENST00000327367 ENSG00000166949 protein_coding 16
ENST00000327435 ENSG00000182551 protein_coding 16
ENST00000327442 ENSG00000185467 protein_coding 5
ENST00000327470 ENSG00000183161 protein_coding 16
ENST00000327490 ENSG00000185262 protein_coding 16
ENST00000327492 ENSG00000183864 protein_coding 16
ENST00000327536 ENSG00000183578 protein_coding 15
ENST00000327726 ENSG00000197766 protein_coding 15
ENST00000327741 ENSG00000205426 protein_coding 1
ENST00000327827 ENSG00000182831 protein_coding 16
ENST00000327867 ENSG00000183850 protein_coding 2
ENST00000327987 ENSG00000174498 protein_coding 2
ENST00000328024 ENSG00000185236 protein_coding 16
ENST00000328041 ENSG00000185052 protein_coding 15
ENST00000328046 ENSG00000174010 protein_coding 16
ENST00000328070 ENSG00000197951 protein_coding 16
ENST00000328078 ENSG00000182890 protein_coding 16
ENST00000328086 ENSG00000155592 protein_coding 15
ENST00000328089 ENSG00000171621 protein_coding 16
ENST00000328248 ENSG00000184650 protein_coding 2
ENST00000328278 ENSG00000185028 protein_coding 4
ENST00000328313 ENSG00000182156 protein_coding 2
ENST00000328345 ENSG00000184486 protein_coding 2
ENST00000328434 ENSG00000183978 protein_coding 16
ENST00000328544 ENSG00000183473 protein_coding 6
ENST00000328557 ENSG00000174004 protein_coding 16
ENST00000328599 ENSG00000183665 protein_coding 16
ENST00000328649 ENSG00000185043 protein_coding 16
ENST00000328709 ENSG00000183513 protein_coding 16
ENST00000328741 ENSG00000182575 protein_coding 13
ENST00000328759 ENSG00000185453 protein_coding 16
ENST00000328794 ENSG00000183318 protein_coding 2
ENST00000328828 ENSG00000183476 protein_coding 4
ENST00000328848 ENSG00000182117 protein_coding 16
ENST00000328853 ENSG00000182566 protein_coding 9
ENST00000328867 ENSG00000182472 protein_coding 13
ENST00000328880 ENSG00000182782 protein_coding 3
ENST00000328945 ENSG00000184860 protein_coding 13
ENST00000328965 ENSG00000184232 protein_coding 16
ENST00000329003 ENSG00000182687 protein_coding 2
ENST00000329015 ENSG00000184385 protein_coding 4
ENST00000329021 ENSG00000235568 protein_coding 13
ENST00000329078 ENSG00000183018 protein_coding 15
ENST00000329198 ENSG00000183072 protein_coding 2
ENST00000329203 ENSG00000182103 protein_coding 10
ENST00000329214 ENSG00000185298 protein_coding 16
ENST00000329255 ENSG00000052850 protein_coding 3
ENST00000329267 ENSG00000185198 protein_coding 2
ENST00000329286 ENSG00000206418 protein_coding 16
ENST00000329293 ENSG00000183801 protein_coding 14
ENST00000329309 ENSG00000185290 protein_coding 6
ENST00000329314 ENSG00000183439 protein_coding 2
ENST00000329365 ENSG00000185372 protein_coding 2
ENST00000329399 ENSG00000107438 protein_coding 16
ENST00000329406 ENSG00000183395 protein_coding 3
ENST00000329410 ENSG00000185905 protein_coding 7
ENST00000329421 ENSG00000175130 protein_coding 16
ENST00000329454 ENSG00000183888 protein_coding 3
